,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,Arena,Notes
73,"Sun, Dec 11, 2022",6:00p,Toronto Raptors,99.0,Orlando Magic,111.0,Box Score,,16891.0,Amway Center,
74,"Sun, Dec 11, 2022",6:00p,Charlotte Hornets,113.0,Philadelphia 76ers,131.0,Box Score,,19765.0,Wells Fargo Center,
75,"Sun, Dec 11, 2022",6:30p,Chicago Bulls,122.0,Atlanta Hawks,123.0,Box Score,OT,17227.0,State Farm Arena,
76,"Sun, Dec 11, 2022",7:00p,Milwaukee Bucks,92.0,Houston Rockets,97.0,Box Score,,16268.0,Toyota Center,
77,"Mon, Dec 12, 2022",7:00p,Miami Heat,87.0,Indiana Pacers,82.0,Box Score,,15309.0,Gainbridge Fieldhouse,
78,"Mon, Dec 12, 2022",7:00p,Brooklyn Nets,112.0,Washington Wizards,100.0,Box Score,,16090.0,Capital One Arena,
79,"Mon, Dec 12, 2022",8:00p,Atlanta Hawks,103.0,Memphis Grizzlies,128.0,Box Score,,16544.0,FedEx Forum,
80,"Mon, Dec 12, 2022",8:30p,Oklahoma City Thunder,114.0,Dallas Mavericks,121.0,Box Score,,19877.0,American Airlines Center,
81,"Mon, Dec 12, 2022",8:30p,Cleveland Cavaliers,111.0,San Antonio Spurs,112.0,Box Score,,13434.0,AT&T Center,
82,"Mon, Dec 12, 2022",10:00p,Minnesota Timberwolves,112.0,Portland Trail Blazers,133.0,Box Score,,18021.0,Moda Center,
83,"Mon, Dec 12, 2022",10:30p,Boston Celtics,93.0,Los Angeles Clippers,113.0,Box Score,,19068.0,Crypto.com Arena,
84,"Tue, Dec 13, 2022",7:00p,Sacramento Kings,103.0,Philadelphia 76ers,123.0,Box Score,,19768.0,Wells Fargo Center,
85,"Tue, Dec 13, 2022",7:30p,Golden State Warriors,111.0,Milwaukee Bucks,128.0,Box Score,,17628.0,Fiserv Forum,
86,"Tue, Dec 13, 2022",8:00p,Phoenix Suns,97.0,Houston Rockets,111.0,Box Score,,15128.0,Toyota Center,
87,"Tue, Dec 13, 2022",9:00p,New Orleans Pelicans,100.0,Utah Jazz,121.0,Box Score,,18206.0,Vivint Arena,
88,"Tue, Dec 13, 2022",10:00p,Boston Celtics,122.0,Los Angeles Lakers,118.0,Box Score,OT,18661.0,Crypto.com Arena,
89,"Wed, Dec 14, 2022",7:00p,Detroit Pistons,141.0,Charlotte Hornets,134.0,Box Score,OT,14303.0,Spectrum Center,
90,"Wed, Dec 14, 2022",7:00p,Golden State Warriors,119.0,Indiana Pacers,125.0,Box Score,,15069.0,Gainbridge Fieldhouse,
91,"Wed, Dec 14, 2022",7:00p,Atlanta Hawks,124.0,Orlando Magic,135.0,Box Score,,16002.0,Amway Center,
92,"Wed, Dec 14, 2022",7:30p,New York Knicks,128.0,Chicago Bulls,120.0,Box Score,OT,18820.0,United Center,
93,"Wed, Dec 14, 2022",7:30p,Sacramento Kings,124.0,Toronto Raptors,123.0,Box Score,,19800.0,Scotiabank Arena,
94,"Wed, Dec 14, 2022",8:00p,Miami Heat,110.0,Oklahoma City Thunder,108.0,Box Score,,14783.0,Paycom Center,
95,"Wed, Dec 14, 2022",8:00p,Portland Trail Blazers,128.0,San Antonio Spurs,112.0,Box Score,,13657.0,AT&T Center,
96,"Wed, Dec 14, 2022",9:00p,Cleveland Cavaliers,105.0,Dallas Mavericks,90.0,Box Score,,20093.0,American Airlines Center,
97,"Wed, Dec 14, 2022",9:00p,Washington Wizards,128.0,Denver Nuggets,141.0,Box Score,,19550.0,Ball Arena,
98,"Wed, Dec 14, 2022",10:00p,Minnesota Timberwolves,88.0,Los Angeles Clippers,99.0,Box Score,,14063.0,Crypto.com Arena,
99,"Thu, Dec 15, 2022",8:00p,Miami Heat,111.0,Houston Rockets,108.0,Box Score,,16210.0,Toyota Center,
100,"Thu, Dec 15, 2022",8:00p,Milwaukee Bucks,101.0,Memphis Grizzlies,142.0,Box Score,,17794.0,FedEx Forum,
101,"Thu, Dec 15, 2022",9:00p,New Orleans Pelicans,129.0,Utah Jazz,132.0,Box Score,OT,18206.0,Vivint Arena,
102,"Thu, Dec 15, 2022",10:30p,Phoenix Suns,111.0,Los Angeles Clippers,95.0,Box Score,,15778.0,Crypto.com Arena,
103,"Fri, Dec 16, 2022",7:00p,Atlanta Hawks,125.0,Charlotte Hornets,106.0,Box Score,,17772.0,Spectrum Center,
104,"Fri, Dec 16, 2022",7:00p,Sacramento Kings,122.0,Detroit Pistons,113.0,Box Score,,17892.0,Little Caesars Arena,
105,"Fri, Dec 16, 2022",7:30p,Orlando Magic,117.0,Boston Celtics,109.0,Box Score,,19156.0,TD Garden,
106,"Fri, Dec 16, 2022",7:30p,Indiana Pacers,112.0,Cleveland Cavaliers,118.0,Box Score,,19432.0,Rocket Mortgage Fieldhouse,
107,"Fri, Dec 16, 2022",7:30p,Golden State Warriors,106.0,Philadelphia 76ers,118.0,Box Score,,20567.0,Wells Fargo Center,
108,"Fri, Dec 16, 2022",7:30p,Brooklyn Nets,119.0,Toronto Raptors,116.0,Box Score,,19800.0,Scotiabank Arena,
109,"Fri, Dec 16, 2022",8:00p,New York Knicks,114.0,Chicago Bulls,91.0,Box Score,,19661.0,United Center,
110,"Fri, Dec 16, 2022",8:00p,Minnesota Timberwolves,112.0,Oklahoma City Thunder,110.0,Box Score,,14885.0,Paycom Center,
111,"Fri, Dec 16, 2022",8:30p,Portland Trail Blazers,110.0,Dallas Mavericks,130.0,Box Score,,20191.0,American Airlines Center,
112,"Fri, Dec 16, 2022",10:00p,Denver Nuggets,108.0,Los Angeles Lakers,126.0,Box Score,,18505.0,Crypto.com Arena,
113,"Sat, Dec 17, 2022",4:00p,Washington Wizards,93.0,Los Angeles Clippers,102.0,Box Score,,15018.0,Crypto.com Arena,
114,"Sat, Dec 17, 2022",5:00p,Miami Heat,111.0,San Antonio Spurs,101.0,Box Score,,20160.0,Mexico City Arena,
115,"Sat, Dec 17, 2022",8:00p,Dallas Mavericks,99.0,Cleveland Cavaliers,100.0,Box Score,OT,19432.0,Rocket Mortgage Fieldhouse,
116,"Sat, Dec 17, 2022",8:00p,Portland Trail Blazers,107.0,Houston Rockets,95.0,Box Score,,16217.0,Toyota Center,
117,"Sat, Dec 17, 2022",8:00p,Utah Jazz,97.0,Milwaukee Bucks,123.0,Box Score,,17587.0,Fiserv Forum,
118,"Sat, Dec 17, 2022",8:00p,Memphis Grizzlies,109.0,Oklahoma City Thunder,115.0,Box Score,,16895.0,Paycom Center,
119,"Sat, Dec 17, 2022",9:00p,New Orleans Pelicans,114.0,Phoenix Suns,118.0,Box Score,,17071.0,Footprint Center,
120,"Sun, Dec 18, 2022",3:00p,Orlando Magic,95.0,Boston Celtics,92.0,Box Score,,19156.0,TD Garden,
121,"Sun, Dec 18, 2022",5:00p,New York Knicks,109.0,Indiana Pacers,106.0,Box Score,,14513.0,Gainbridge Fieldhouse,
122,"Sun, Dec 18, 2022",6:00p,Brooklyn Nets,124.0,Detroit Pistons,121.0,Box Score,,19488.0,Little Caesars Arena,
123,"Sun, Dec 18, 2022",6:00p,Golden State Warriors,126.0,Toronto Raptors,110.0,Box Score,,19800.0,Scotiabank Arena,
124,"Sun, Dec 18, 2022",7:00p,Chicago Bulls,126.0,Minnesota Timberwolves,150.0,Box Score,,16294.0,Target Center,
125,"Sun, Dec 18, 2022",8:00p,Charlotte Hornets,115.0,Denver Nuggets,119.0,Box Score,,19235.0,Ball Arena,
126,"Sun, Dec 18, 2022",9:30p,Washington Wizards,117.0,Los Angeles Lakers,119.0,Box Score,,18153.0,Crypto.com Arena,
127,"Mon, Dec 19, 2022",7:00p,Utah Jazz,99.0,Cleveland Cavaliers,122.0,Box Score,,19432.0,Rocket Mortgage Fieldhouse,
128,"Mon, Dec 19, 2022",7:00p,Toronto Raptors,101.0,Philadelphia 76ers,104.0,Box Score,OT,20408.0,Wells Fargo Center,
129,"Mon, Dec 19, 2022",7:30p,Orlando Magic,125.0,Atlanta Hawks,126.0,Box Score,,17809.0,State Farm Arena,
130,"Mon, Dec 19, 2022",8:00p,San Antonio Spurs,124.0,Houston Rockets,105.0,Box Score,,15928.0,Toyota Center,
131,"Mon, Dec 19, 2022",8:00p,Dallas Mavericks,106.0,Minnesota Timberwolves,116.0,Box Score,,16627.0,Target Center,
132,"Mon, Dec 19, 2022",8:00p,Milwaukee Bucks,128.0,New Orleans Pelicans,119.0,Box Score,,18271.0,Smoothie King Center,
133,"Mon, Dec 19, 2022",8:00p,Portland Trail Blazers,121.0,Oklahoma City Thunder,123.0,Box Score,,14672.0,Paycom Center,
134,"Mon, Dec 19, 2022",9:00p,Los Angeles Lakers,104.0,Phoenix Suns,130.0,Box Score,,17071.0,Footprint Center,
135,"Mon, Dec 19, 2022",10:00p,Charlotte Hornets,125.0,Sacramento Kings,119.0,Box Score,,17803.0,Golden 1 Center,
136,"Tue, Dec 20, 2022",7:00p,Utah Jazz,126.0,Detroit Pistons,111.0,Box Score,,15622.0,Little Caesars Arena,
137,"Tue, Dec 20, 2022",7:30p,Chicago Bulls,113.0,Miami Heat,103.0,Box Score,,19969.0,FTX Arena,
138,"Tue, Dec 20, 2022",7:30p,Golden State Warriors,94.0,New York Knicks,132.0,Box Score,,19812.0,Madison Square Garden (IV),
139,"Tue, Dec 20, 2022",9:00p,Washington Wizards,113.0,Phoenix Suns,110.0,Box Score,,17071.0,Footprint Center,
140,"Tue, Dec 20, 2022",10:00p,Memphis Grizzlies,91.0,Denver Nuggets,105.0,Box Score,,19605.0,Ball Arena,
141,"Wed, Dec 21, 2022",7:00p,Milwaukee Bucks,106.0,Cleveland Cavaliers,114.0,Box Score,,19432.0,Rocket Mortgage Fieldhouse,
142,"Wed, Dec 21, 2022",7:00p,Detroit Pistons,93.0,Philadelphia 76ers,113.0,Box Score,,20615.0,Wells Fargo Center,
143,"Wed, Dec 21, 2022",7:30p,Chicago Bulls,110.0,Atlanta Hawks,108.0,Box Score,,17226.0,State Farm Arena,
144,"Wed, Dec 21, 2022",7:30p,Indiana Pacers,117.0,Boston Celtics,112.0,Box Score,,19156.0,TD Garden,
145,"Wed, Dec 21, 2022",7:30p,Golden State Warriors,113.0,Brooklyn Nets,143.0,Box Score,,18026.0,Barclays Center,
146,"Wed, Dec 21, 2022",7:30p,Toronto Raptors,113.0,New York Knicks,106.0,Box Score,,19294.0,Madison Square Garden (IV),
147,"Wed, Dec 21, 2022",8:00p,Orlando Magic,116.0,Houston Rockets,110.0,Box Score,,15965.0,Toyota Center,
148,"Wed, Dec 21, 2022",8:00p,Dallas Mavericks,104.0,Minnesota Timberwolves,99.0,Box Score,,16164.0,Target Center,
149,"Wed, Dec 21, 2022",8:00p,Portland Trail Blazers,98.0,Oklahoma City Thunder,101.0,Box Score,,15107.0,Paycom Center,
150,"Wed, Dec 21, 2022",10:00p,Los Angeles Lakers,120.0,Sacramento Kings,134.0,Box Score,,17611.0,Golden 1 Center,
151,"Wed, Dec 21, 2022",10:30p,Charlotte Hornets,105.0,Los Angeles Clippers,126.0,Box Score,,19068.0,Crypto.com Arena,
152,"Thu, Dec 22, 2022",8:00p,San Antonio Spurs,117.0,New Orleans Pelicans,126.0,Box Score,,16417.0,Smoothie King Center,
153,"Thu, Dec 22, 2022",9:00p,Washington Wizards,112.0,Utah Jazz,120.0,Box Score,,18206.0,Vivint Arena,
154,"Fri, Dec 23, 2022",7:00p,San Antonio Spurs,113.0,Orlando Magic,133.0,Box Score,,18425.0,Amway Center,
155,"Fri, Dec 23, 2022",7:00p,Los Angeles Clippers,114.0,Philadelphia 76ers,119.0,Box Score,,19996.0,Wells Fargo Center,
156,"Fri, Dec 23, 2022",7:30p,Detroit Pistons,105.0,Atlanta Hawks,130.0,Box Score,,17028.0,State Farm Arena,
157,"Fri, Dec 23, 2022",7:30p,Minnesota Timberwolves,109.0,Boston Celtics,121.0,Box Score,,19156.0,TD Garden,
158,"Fri, Dec 23, 2022",7:30p,Milwaukee Bucks,100.0,Brooklyn Nets,118.0,Box Score,,18169.0,Barclays Center,
159,"Fri, Dec 23, 2022",7:30p,Toronto Raptors,118.0,Cleveland Cavaliers,107.0,Box Score,,19432.0,Rocket Mortgage Fieldhouse,
160,"Fri, Dec 23, 2022",7:30p,Chicago Bulls,118.0,New York Knicks,117.0,Box Score,,19812.0,Madison Square Garden (IV),
161,"Fri, Dec 23, 2022",8:00p,Dallas Mavericks,112.0,Houston Rockets,106.0,Box Score,,16989.0,Toyota Center,
162,"Fri, Dec 23, 2022",8:00p,Indiana Pacers,111.0,Miami Heat,108.0,Box Score,,19600.0,FTX Arena,
163,"Fri, Dec 23, 2022",8:00p,New Orleans Pelicans,128.0,Oklahoma City Thunder,125.0,Box Score,OT,15214.0,Paycom Center,
164,"Fri, Dec 23, 2022",9:00p,Portland Trail Blazers,107.0,Denver Nuggets,120.0,Box Score,,19619.0,Ball Arena,
165,"Fri, Dec 23, 2022",10:00p,Memphis Grizzlies,125.0,Phoenix Suns,100.0,Box Score,,17071.0,Footprint Center,
166,"Fri, Dec 23, 2022",10:00p,Washington Wizards,125.0,Sacramento Kings,111.0,Box Score,,17894.0,Golden 1 Center,
167,"Fri, Dec 23, 2022",10:30p,Charlotte Hornets,134.0,Los Angeles Lakers,130.0,Box Score,,18997.0,Crypto.com Arena,
168,"Sun, Dec 25, 2022",12:00p,Philadelphia 76ers,119.0,New York Knicks,112.0,Box Score,,19812.0,Madison Square Garden (IV),
169,"Sun, Dec 25, 2022",2:30p,Los Angeles Lakers,115.0,Dallas Mavericks,124.0,Box Score,,20441.0,American Airlines Center,
170,"Sun, Dec 25, 2022",5:00p,Milwaukee Bucks,118.0,Boston Celtics,139.0,Box Score,,19156.0,TD Garden,
171,"Sun, Dec 25, 2022",8:00p,Memphis Grizzlies,109.0,Golden State Warriors,123.0,Box Score,,18064.0,Chase Center,
172,"Sun, Dec 25, 2022",10:30p,Phoenix Suns,125.0,Denver Nuggets,128.0,Box Score,OT,19642.0,Ball Arena,
173,"Mon, Dec 26, 2022",7:00p,Brooklyn Nets,125.0,Cleveland Cavaliers,117.0,Box Score,,19432.0,Rocket Mortgage Fieldhouse,
174,"Mon, Dec 26, 2022",7:00p,Los Angeles Clippers,142.0,Detroit Pistons,131.0,Box Score,OT,20190.0,Little Caesars Arena,
175,"Mon, Dec 26, 2022",7:30p,Minnesota Timberwolves,110.0,Miami Heat,113.0,Box Score,,19911.0,FTX Arena,
176,"Mon, Dec 26, 2022",8:00p,Houston Rockets,133.0,Chicago Bulls,118.0,Box Score,,21561.0,United Center,
177,"Mon, Dec 26, 2022",8:00p,Indiana Pacers,93.0,New Orleans Pelicans,113.0,Box Score,,18636.0,Smoothie King Center,
178,"Mon, Dec 26, 2022",8:00p,Utah Jazz,122.0,San Antonio Spurs,126.0,Box Score,,16351.0,AT&T Center,
179,"Mon, Dec 26, 2022",10:00p,Charlotte Hornets,113.0,Portland Trail Blazers,124.0,Box Score,,19530.0,Moda Center,
180,"Tue, Dec 27, 2022",7:00p,Los Angeles Lakers,129.0,Orlando Magic,110.0,Box Score,,19482.0,Amway Center,
181,"Tue, Dec 27, 2022",7:00p,Philadelphia 76ers,111.0,Washington Wizards,116.0,Box Score,,20476.0,Capital One Arena,
182,"Tue, Dec 27, 2022",7:30p,Houston Rockets,102.0,Boston Celtics,126.0,Box Score,,19156.0,TD Garden,
183,"Tue, Dec 27, 2022",7:30p,Atlanta Hawks,114.0,Indiana Pacers,129.0,Box Score,,16738.0,Gainbridge Fieldhouse,
184,"Tue, Dec 27, 2022",7:30p,Los Angeles Clippers,124.0,Toronto Raptors,113.0,Box Score,,19800.0,Scotiabank Arena,
185,"Tue, Dec 27, 2022",8:00p,Phoenix Suns,125.0,Memphis Grizzlies,108.0,Box Score,,18239.0,FedEx Forum,
186,"Tue, Dec 27, 2022",8:00p,San Antonio Spurs,114.0,Oklahoma City Thunder,130.0,Box Score,,16229.0,Paycom Center,
187,"Tue, Dec 27, 2022",8:30p,New York Knicks,121.0,Dallas Mavericks,126.0,Box Score,OT,20377.0,American Airlines Center,
188,"Tue, Dec 27, 2022",10:00p,Charlotte Hornets,105.0,Golden State Warriors,110.0,Box Score,,18064.0,Chase Center,
189,"Tue, Dec 27, 2022",10:00p,Denver Nuggets,113.0,Sacramento Kings,106.0,Box Score,,17937.0,Golden 1 Center,
190,"Wed, Dec 28, 2022",7:00p,Orlando Magic,101.0,Detroit Pistons,121.0,Box Score,,20190.0,Little Caesars Arena,
191,"Wed, Dec 28, 2022",7:00p,Phoenix Suns,102.0,Washington Wizards,127.0,Box Score,,20476.0,Capital One Arena,
192,"Wed, Dec 28, 2022",7:30p,Brooklyn Nets,108.0,Atlanta Hawks,107.0,Box Score,,18030.0,State Farm Arena,
193,"Wed, Dec 28, 2022",7:30p,Los Angeles Lakers,98.0,Miami Heat,112.0,Box Score,,20221.0,FTX Arena,
194,"Wed, Dec 28, 2022",8:00p,Milwaukee Bucks,113.0,Chicago Bulls,119.0,Box Score,OT,21537.0,United Center,
195,"Wed, Dec 28, 2022",8:00p,Minnesota Timberwolves,118.0,New Orleans Pelicans,119.0,Box Score,,18669.0,Smoothie King Center,
196,"Wed, Dec 28, 2022",10:00p,Utah Jazz,107.0,Golden State Warriors,112.0,Box Score,,18064.0,Chase Center,
197,"Wed, Dec 28, 2022",10:00p,Denver Nuggets,126.0,Sacramento Kings,127.0,Box Score,,17985.0,Golden 1 Center,
198,"Thu, Dec 29, 2022",7:00p,Oklahoma City Thunder,113.0,Charlotte Hornets,121.0,Box Score,,19425.0,Spectrum Center,
199,"Thu, Dec 29, 2022",7:00p,Cleveland Cavaliers,126.0,Indiana Pacers,135.0,Box Score,,17274.0,Gainbridge Fieldhouse,
200,"Thu, Dec 29, 2022",7:30p,Los Angeles Clippers,110.0,Boston Celtics,116.0,Box Score,,19156.0,TD Garden,
201,"Thu, Dec 29, 2022",7:30p,Memphis Grizzlies,119.0,Toronto Raptors,106.0,Box Score,,19800.0,Scotiabank Arena,
202,"Thu, Dec 29, 2022",8:00p,New York Knicks,115.0,San Antonio Spurs,122.0,Box Score,,18354.0,AT&T Center,
203,"Thu, Dec 29, 2022",8:30p,Houston Rockets,114.0,Dallas Mavericks,129.0,Box Score,,20307.0,American Airlines Center,
204,"Fri, Dec 30, 2022",7:00p,Washington Wizards,119.0,Orlando Magic,100.0,Box Score,,19040.0,Amway Center,
205,"Fri, Dec 30, 2022",7:30p,Los Angeles Lakers,130.0,Atlanta Hawks,121.0,Box Score,,17984.0,State Farm Arena,
206,"Fri, Dec 30, 2022",7:30p,Phoenix Suns,104.0,Toronto Raptors,113.0,Box Score,,19800.0,Scotiabank Arena,
207,"Fri, Dec 30, 2022",8:00p,Detroit Pistons,118.0,Chicago Bulls,132.0,Box Score,,21667.0,United Center,
208,"Fri, Dec 30, 2022",8:00p,Minnesota Timberwolves,114.0,Milwaukee Bucks,123.0,Box Score,,18018.0,Fiserv Forum,
209,"Fri, Dec 30, 2022",8:30p,Philadelphia 76ers,116.0,New Orleans Pelicans,127.0,Box Score,,18656.0,Smoothie King Center,
210,"Fri, Dec 30, 2022",9:00p,Miami Heat,119.0,Denver Nuggets,124.0,Box Score,,19638.0,Ball Arena,
211,"Fri, Dec 30, 2022",10:00p,Portland Trail Blazers,112.0,Golden State Warriors,118.0,Box Score,,18064.0,Chase Center,
212,"Fri, Dec 30, 2022",10:00p,Utah Jazz,125.0,Sacramento Kings,126.0,Box Score,,17946.0,Golden 1 Center,
213,"Sat, Dec 31, 2022",3:00p,Los Angeles Clippers,130.0,Indiana Pacers,131.0,Box Score,,16731.0,Gainbridge Fieldhouse,
214,"Sat, Dec 31, 2022",7:00p,Cleveland Cavaliers,103.0,Chicago Bulls,102.0,Box Score,,21524.0,United Center,
215,"Sat, Dec 31, 2022",7:00p,Brooklyn Nets,123.0,Charlotte Hornets,106.0,Box Score,,19386.0,Spectrum Center,
216,"Sat, Dec 31, 2022",7:00p,New York Knicks,108.0,Houston Rockets,88.0,Box Score,,18055.0,Toyota Center,
217,"Sat, Dec 31, 2022",7:00p,Dallas Mavericks,126.0,San Antonio Spurs,125.0,Box Score,,18354.0,AT&T Center,
218,"Sat, Dec 31, 2022",8:00p,New Orleans Pelicans,101.0,Memphis Grizzlies,116.0,Box Score,,17951.0,FedEx Forum,
219,"Sat, Dec 31, 2022",8:00p,Detroit Pistons,116.0,Minnesota Timberwolves,104.0,Box Score,,16233.0,Target Center,
220,"Sat, Dec 31, 2022",8:00p,Philadelphia 76ers,115.0,Oklahoma City Thunder,96.0,Box Score,,17147.0,Paycom Center,
221,"Sat, Dec 31, 2022",9:00p,Miami Heat,126.0,Utah Jazz,123.0,Box Score,,18206.0,Vivint Arena,
0,"Sun, Jan 1, 2023",8:00p,Boston Celtics,111.0,Denver Nuggets,123.0,Box Score,,19641.0,Ball Arena,
1,"Sun, Jan 1, 2023",8:00p,Sacramento Kings,108.0,Memphis Grizzlies,118.0,Box Score,,17794.0,FedEx Forum,
2,"Sun, Jan 1, 2023",8:00p,Washington Wizards,118.0,Milwaukee Bucks,95.0,Box Score,,17341.0,Fiserv Forum,
3,"Mon, Jan 2, 2023",3:00p,Phoenix Suns,83.0,New York Knicks,102.0,Box Score,,19812.0,Madison Square Garden (IV),
4,"Mon, Jan 2, 2023",7:00p,Los Angeles Lakers,121.0,Charlotte Hornets,115.0,Box Score,,19210.0,Spectrum Center,
5,"Mon, Jan 2, 2023",7:00p,Chicago Bulls,134.0,Cleveland Cavaliers,145.0,Box Score,OT,19432.0,Rocket Mortgage Fieldhouse,
6,"Mon, Jan 2, 2023",7:00p,Toronto Raptors,114.0,Indiana Pacers,122.0,Box Score,,14054.0,Gainbridge Fieldhouse,
7,"Mon, Jan 2, 2023",7:00p,New Orleans Pelicans,111.0,Philadelphia 76ers,120.0,Box Score,,20531.0,Wells Fargo Center,
8,"Mon, Jan 2, 2023",7:30p,San Antonio Spurs,103.0,Brooklyn Nets,139.0,Box Score,,18224.0,Barclays Center,
9,"Mon, Jan 2, 2023",8:00p,Dallas Mavericks,111.0,Houston Rockets,106.0,Box Score,,18055.0,Toyota Center,
10,"Mon, Jan 2, 2023",8:00p,Denver Nuggets,111.0,Minnesota Timberwolves,124.0,Box Score,,15962.0,Target Center,
11,"Mon, Jan 2, 2023",10:00p,Atlanta Hawks,141.0,Golden State Warriors,143.0,Box Score,2OT,18064.0,Chase Center,
12,"Mon, Jan 2, 2023",10:00p,Detroit Pistons,106.0,Portland Trail Blazers,135.0,Box Score,,19393.0,Moda Center,
13,"Mon, Jan 2, 2023",10:30p,Miami Heat,110.0,Los Angeles Clippers,100.0,Box Score,,19068.0,Crypto.com Arena,
14,"Tue, Jan 3, 2023",8:00p,Washington Wizards,113.0,Milwaukee Bucks,123.0,Box Score,,17341.0,Fiserv Forum,
15,"Tue, Jan 3, 2023",8:00p,Boston Celtics,117.0,Oklahoma City Thunder,150.0,Box Score,,16778.0,Paycom Center,
16,"Tue, Jan 3, 2023",9:00p,Sacramento Kings,117.0,Utah Jazz,115.0,Box Score,,18206.0,Vivint Arena,
17,"Wed, Jan 4, 2023",7:00p,Memphis Grizzlies,131.0,Charlotte Hornets,107.0,Box Score,,19249.0,Spectrum Center,
18,"Wed, Jan 4, 2023",7:00p,Phoenix Suns,88.0,Cleveland Cavaliers,90.0,Box Score,,19432.0,Rocket Mortgage Fieldhouse,
19,"Wed, Jan 4, 2023",7:00p,Oklahoma City Thunder,115.0,Orlando Magic,126.0,Box Score,,18925.0,Amway Center,
20,"Wed, Jan 4, 2023",7:00p,Indiana Pacers,126.0,Philadelphia 76ers,129.0,Box Score,OT,20033.0,Wells Fargo Center,
21,"Wed, Jan 4, 2023",7:30p,San Antonio Spurs,114.0,New York Knicks,117.0,Box Score,,19812.0,Madison Square Garden (IV),
22,"Wed, Jan 4, 2023",7:30p,Milwaukee Bucks,104.0,Toronto Raptors,101.0,Box Score,OT,19800.0,Scotiabank Arena,
23,"Wed, Jan 4, 2023",8:00p,Brooklyn Nets,112.0,Chicago Bulls,121.0,Box Score,,21418.0,United Center,
24,"Wed, Jan 4, 2023",8:00p,Portland Trail Blazers,106.0,Minnesota Timberwolves,113.0,Box Score,,15434.0,Target Center,
25,"Wed, Jan 4, 2023",8:00p,Houston Rockets,108.0,New Orleans Pelicans,119.0,Box Score,,17295.0,Smoothie King Center,
26,"Wed, Jan 4, 2023",10:00p,Detroit Pistons,122.0,Golden State Warriors,119.0,Box Score,,18064.0,Chase Center,
27,"Wed, Jan 4, 2023",10:00p,Miami Heat,109.0,Los Angeles Lakers,112.0,Box Score,,18997.0,Crypto.com Arena,
28,"Wed, Jan 4, 2023",10:00p,Atlanta Hawks,120.0,Sacramento Kings,117.0,Box Score,,17611.0,Golden 1 Center,
29,"Thu, Jan 5, 2023",7:00p,Memphis Grizzlies,123.0,Orlando Magic,115.0,Box Score,,19184.0,Amway Center,
30,"Thu, Jan 5, 2023",7:30p,Boston Celtics,124.0,Dallas Mavericks,95.0,Box Score,,20413.0,American Airlines Center,
31,"Thu, Jan 5, 2023",8:00p,Utah Jazz,131.0,Houston Rockets,114.0,Box Score,,16320.0,Toyota Center,
32,"Thu, Jan 5, 2023",10:00p,Los Angeles Clippers,91.0,Denver Nuggets,122.0,Box Score,,19087.0,Ball Arena,
33,"Fri, Jan 6, 2023",7:00p,Portland Trail Blazers,99.0,Indiana Pacers,108.0,Box Score,,16548.0,Gainbridge Fieldhouse,
34,"Fri, Jan 6, 2023",7:00p,Chicago Bulls,126.0,Philadelphia 76ers,112.0,Box Score,,20766.0,Wells Fargo Center,
35,"Fri, Jan 6, 2023",7:30p,Brooklyn Nets,108.0,New Orleans Pelicans,102.0,Box Score,,18636.0,Smoothie King Center,
36,"Fri, Jan 6, 2023",7:30p,New York Knicks,112.0,Toronto Raptors,108.0,Box Score,,19800.0,Scotiabank Arena,
37,"Fri, Jan 6, 2023",8:00p,Charlotte Hornets,138.0,Milwaukee Bucks,109.0,Box Score,,17627.0,Fiserv Forum,
38,"Fri, Jan 6, 2023",8:00p,Washington Wizards,110.0,Oklahoma City Thunder,127.0,Box Score,,14790.0,Paycom Center,
39,"Fri, Jan 6, 2023",8:00p,Detroit Pistons,109.0,San Antonio Spurs,121.0,Box Score,,13107.0,AT&T Center,
40,"Fri, Jan 6, 2023",9:00p,Cleveland Cavaliers,108.0,Denver Nuggets,121.0,Box Score,,19638.0,Ball Arena,
41,"Fri, Jan 6, 2023",9:00p,Los Angeles Clippers,115.0,Minnesota Timberwolves,128.0,Box Score,,17136.0,Target Center,
42,"Fri, Jan 6, 2023",10:00p,Miami Heat,104.0,Phoenix Suns,96.0,Box Score,,17071.0,Footprint Center,
43,"Fri, Jan 6, 2023",10:30p,Atlanta Hawks,114.0,Los Angeles Lakers,130.0,Box Score,,18997.0,Crypto.com Arena,
44,"Sat, Jan 7, 2023",6:00p,Boston Celtics,121.0,San Antonio Spurs,116.0,Box Score,,18354.0,AT&T Center,
45,"Sat, Jan 7, 2023",8:00p,Utah Jazz,118.0,Chicago Bulls,126.0,Box Score,,21694.0,United Center,
46,"Sat, Jan 7, 2023",8:00p,New Orleans Pelicans,117.0,Dallas Mavericks,127.0,Box Score,,20300.0,American Airlines Center,
47,"Sat, Jan 7, 2023",8:30p,Orlando Magic,115.0,Golden State Warriors,101.0,Box Score,,18064.0,Chase Center,
48,"Sat, Jan 7, 2023",10:00p,Los Angeles Lakers,136.0,Sacramento Kings,134.0,Box Score,,17611.0,Golden 1 Center,
49,"Sun, Jan 8, 2023",3:00p,Philadelphia 76ers,123.0,Detroit Pistons,111.0,Box Score,,18898.0,Little Caesars Arena,
